passage_id,chapter,section,subsection,page,text,word_count,cluster,cluster_name,x,y,neighbors,section_novelty
p00119,Part 6: Academic Procedures and Information,Academic Integrity,,36,"All DKU students are responsible for adhering to the Duke Kunshan University Community Standard (see section on Community Standard, Part 1). Each student admitted to DKU is required to sign the Community Standard before classes begin. The DKU Community Standard stresses the commitment that students share with all members of the community to enhance the climate for honesty, fairness, respect, and accountability at DKU. Students affirm their commitment to foster this climate by signing a pledge that includes taking constructive action if they witness or know about behavior they perceive to be inconsistent with the DKU Community Standard, which may include violation of university policies.",105,4,Student Life & Support,1.2400435,10.860775,p00305;p00021;p00022;p00005;p00001,0.38704997301101685
p00120,Part 6: Academic Procedures and Information,Academic Integrity,,36,"Students are responsible for maintaining high standards of academic honesty and personal integrity in all matters, including reporting the results of their studies, laboratory work, and research; completing assignments; writing papers; and taking quizzes, tests, and examinations. When confronted with a possible violation of academic integrity, it is important that faculty members deal fairly and consistently with students. The University’s disciplinary process is independent of, and in addition to, an instructor’s decision on how to grade academically dishonest work. Instructors are expected to communicate with students their policy regarding grading of an academically dishonest assignment (e.g., zero on the assignment, reduced/failing grade for the course, or other approach).",108,7,Academic Procedures — Topic 2,-0.8679339,7.836414,p00121;p00308;p00310;p00123;p00309,0.21449559926986694
p00121,Part 6: Academic Procedures and Information,Academic Integrity,,36,An instructor may only implement this penalty if the student has accepted responsibility for academic dishonesty (by accepting the penalty) or has been found responsible for such through the proceedings of the Undergraduate Academic Review Board (UARB). Any case reviewed by the UARB shall be kept strictly confidential and only those parties involved in investigating and resolving the case should know the details of the case and its resolution.,69,7,Academic Procedures — Topic 2,-0.94470745,7.8651977,p00124;p00123;p00120;p00308;p00122,0.17851388454437256
p00122,Part 6: Academic Procedures and Information,Academic Integrity,,36,"Violations of academic integrity that occur while the student is residing at Duke University or other institution (for example, during a study-abroad program) will be handled by the host institution according to the host institution’s policies, although DKU reserves the option to investigate the case and impose additional penalties if such action is deemed warranted. In the event a DKU student is suspected of an academic integrity violation at Duke University, DKU may share information regarding previous academic integrity violations that occurred at DKU. Duke University, at its discretion, may use this information in the resolution of disciplinary proceedings.",99,4,Student Life & Support,0.8170054,10.615616,p00305;p00357;p00393;p00239;p00229,0.19259756803512573
p00123,Part 6: Academic Procedures and Information,Academic Integrity,Academic Integrity: Undergraduate Program Policies,36,"Members of the faculty teaching undergraduates are expected to consult with the Dean of Undergraduate Studies regarding cases of possible academic misconduct. Minor, first-time infractions (those that would not be grounds for suspension or more severe censure if proven true) may be resolved between the faculty member and the student. The faculty member should submit a written record of the violation and how it was resolved using the Faculty-Student Resolution Form to the Dean of Undergraduate Studies or designee, who maintains a record and determines",85,7,Academic Procedures — Topic 2,-0.98529243,7.8151712,p00124;p00308;p00307;p00121;p00309,0.17855101823806763
p00124,Part 6: Academic Procedures and Information,Academic Integrity,Academic Integrity: Undergraduate Program Policies,37,"if there have been previous violations. If the student is dissatisfied with the resolution, he or she may appeal to the Dean of Undergraduate Studies or designee. Cases that are more serious, secondtime offenses or student appeals must be handled more formally through the Undergraduate Academic Review Board (UARB).",49,7,Academic Procedures — Topic 2,-0.9768028,7.793056,p00123;p00307;p00121;p00308;p00316,0.21001774072647095
p00125,Part 6: Academic Procedures and Information,Entrance Credit and Placement,,37,Duke Kunshan University recognizes three types of college-level work you may have completed prior to matriculation at Duke Kunshan University:,20,4,Student Life & Support,1.3153979,9.933184,p00027;p00145;p00070;p00044;p00289,0.23326081037521362
p00126,Part 6: Academic Procedures and Information,Entrance Credit and Placement,• Advanced Placement Credit (AP) • International Placement Credit (IPC) • Prematriculation College Credit,37,"Scores on the tests listed below, documented previous educational experience, and DKU placement tests are the criteria that can be used to determine a student’s qualifications for certain advanced courses. In addition, a limited amount of elective course credit may be awarded on the basis of precollege examination and/or credits earned of the three types listed above. Duke Kunshan University will record on students’ permanent Duke Kunshan University records courses of these three types completed prior to their matriculation at Duke Kunshan University.",83,4,Student Life & Support,1.1601226,9.981707,p00128;p00140;p00357;p00130;p00148,0.16575664281845093
p00127,Part 6: Academic Procedures and Information,Entrance Credit and Placement,• Advanced Placement Credit (AP) • International Placement Credit (IPC) • Prematriculation College Credit,37,"The three types of precollege work are regarded as equivalent and may be used for placement into higher-level coursework and to satisfy major requirements at Duke Kunshan University to the extent allowed by each major. Additionally, students may be granted up to 8 elective credits toward the degree requirement of 136 credits for any combination of AP, IPC or prematriculation credit. AP, IPC and prematriculation credits may not be used to satisfy the quantitative reasoning requirement or any other general education requirements. Enrollment in a course for which AP, IPC or prematriculation credit has been given will cause the AP, IPC or prematriculation credit to be forfeited.",107,4,Student Life & Support,1.3357552,9.384217,p00133;p00129;p00143;p00134;p00144,0.13731586933135986
p00128,Part 6: Academic Procedures and Information,Entrance Credit and Placement,• Advanced Placement Credit (AP) • International Placement Credit (IPC) • Prematriculation College Credit,37,"All AP, IPC and prematriculation credits that Duke Kunshan University recognizes, along with the equivalent course, will appear on the DKU transcript. The University does not recognize any AP or IPC exams that are taken after a student begins at DKU nor does it recognize equivalent exams granting degree credit (CLEP, locally administered placement tests, etc.).",56,4,Student Life & Support,1.1916984,9.832907,p00126;p00133;p00127;p00131;p00290,0.16075527667999268
p00129,Part 6: Academic Procedures and Information,Entrance Credit and Placement,Forfeiture of Precollege Credit Awarded,37,"Students who successfully complete a course at Duke Kunshan University for which they received precollege credit may not use that precollege credit or any higher precollege credit in that subject to satisfy degree requirements, but the precollege work will remain on the Duke Kunshan University transcript. A student who enrolls in a course for which precollege credit was awarded and who subsequently fails or withdraws from the course after the Drop/Add deadline will be allowed to apply the pre-college credit toward graduation requirements according to the policy governing use of such credits (see above).",94,4,Student Life & Support,1.1967219,9.384648,p00127;p00143;p00134;p00133;p00156,0.21785718202590942
p00130,Part 6: Academic Procedures and Information,Entrance Credit and Placement,College Board Advanced Placement Program (AP) Examinations,38,"Duke Kunshan University recognizes the Advanced Placement program of the College Board. A score of four or five on College Board Advanced Placement Program Examinations, taken prior to matriculation at Duke Kunshan, is the basis for consideration of placement in advanced courses. Approval of the faculty and the corresponding division chair or the Director of the LCC is required before final placement is made. Scores must be submitted directly from the appropriate testing service to the Office of the University Registrar.",81,4,Student Life & Support,1.317842,9.596051,p00140;p00126;p00131;p00133;p00144,0.16692417860031128
p00131,Part 6: Academic Procedures and Information,Entrance Credit and Placement,International Placement Credit (IPC),38,"Duke Kunshan University recognizes the International Baccalaureate Program; the French Baccalaureate; the British, Hong Kong, or Singapore A Level Examinations; the Cambridge pre-U; the Caribbean Advance Proficiency Examination; the German Abitur; the Swiss Federal Maturity Certificate; the All India Senior School Certificate Examination; the Indian School Certificate examination; and the Israeli Matriculation Certificate. Scores acceptable for consideration are determined by the faculty and evaluated by the Office of the Registrar. Course equivalents for these programs may be recorded on a student’s permanent Duke Kunshan University record for placement and credit according to the same policy governing use of AP (see above).",101,4,Student Life & Support,1.2568442,9.747472,p00130;p00133;p00070;p00128;p00027,0.15684586763381958
p00132,Part 6: Academic Procedures and Information,Entrance Credit and Placement,International Placement Credit (IPC),38,These credits may be used to satisfy the quantitative reasoning requirement but not other general education requirements; any combination of two IPC or AP courses may be used toward the required 136 credits for graduation.,35,7,Academic Procedures — Topic 2,2.0259016,8.82455,p00127;p00162;p00178;p00080;p00050,0.3840451240539551
p00133,Part 6: Academic Procedures and Information,Entrance Credit and Placement,Prematriculation Credit,38,"First-year Duke Kunshan students may submit for evaluation college courses taken at another accredited college or university after commencement of the student’s junior year of high school. (For details concerning transferring this work, see the section “Work Taken During High School.”) Prematriculation credits awarded for such work may be used as electives and, thus, may not be used to satisfy the general education requirements. Any combination of eight prematriculation, IPC, or AP credits may be used toward the 136 credits required for graduation (credits do not have to be designated by the student).",93,4,Student Life & Support,1.2359372,9.464996,p00127;p00143;p00134;p00144;p00129,0.10997486114501953
p00134,Part 6: Academic Procedures and Information,Entrance Credit and Placement,Prematriculation Credit,38,"No prematriculation credit will be awarded for college coursework completed on a study abroad program undertaken prior to matriculation at Duke Kunshan. For any of the above three types of college-level work, students are expected to submit their scores and/or any other required documents during their first term on campus. After the first term, no entrance credits will be accepted.",60,4,Student Life & Support,1.082609,9.4625225,p00143;p00133;p00129;p00144;p00127,0.14534765481948853
p00135,Part 6: Academic Procedures and Information,Entrance Credit and Placement,Placement in Languages,38,Entering students who attended Chinese high schools where English is normally not the medium of instruction will typically be assigned to the English for Academic Purposes (EAP) track. The written and oral English skills of EAP track applicants will be assessed during the application,44,1,Majors & Courses — Topic 2,2.9297817,10.559527,p00136;p00398;p00053;p00137;p00054,0.3910236358642578
p00136,Part 6: Academic Procedures and Information,Entrance Credit and Placement,Placement in Languages,39,"process, and applicants will need to demonstrate strong written and oral English skills in order to be admitted to Duke Kunshan University. In cases where students assigned to the EAP track feel they should be assigned to another track, they may make a request in writing to the Director of the Language and Culture Center. Standardized test scores such as TOEFL, IELTS, SAT, and ACT can be included as supporting evidence in the request. However, the key question is whether or not students have had substantial training in academic English, especially training in writing papers in English, and so the request should provide evidence of such training.",107,4,Student Life & Support,2.8907032,10.54675,p00053;p00135;p00137;p00056;p00052,0.24011856317520142
p00137,Part 6: Academic Procedures and Information,Entrance Credit and Placement,Placement in Languages,39,"(Passing scores on tests such as TOEFL and IELTS are not, in and of themselves, sufficient evidence of adequate academic English skills such as the ability to write course papers in English, give effective presentations in English, and so forth.) Entering International students who attended high schools where English was the medium of instruction will normally be assigned to the Chinese as a Second Language (CSL) track. During orientation at Duke Kunshan University, the Chinese skills of CSL track students will be assessed through a placement process that includes an interview, and they will be assigned to appropriate Chinese courses based on the results.",104,1,Majors & Courses — Topic 2,2.939627,10.573914,p00054;p00138;p00136;p00056;p00053,0.27198344469070435
p00138,Part 6: Academic Procedures and Information,Entrance Credit and Placement,Placement in Languages,39,"In cases where students assigned to the CSL track feel they should be assigned to another track, they may make a request in writing to the Director of the Language and Culture Center. CSL-track students who are placed above CHIN 402 normally satisfy their language requirement by taking eight credits of advanced Chinese course electives above the CHIN 402 level. International students who demonstrate that they already have a full academic/professional command of Chinese can fulfill their language requirement by taking eight credits of a combination of the following kinds of courses: • Advanced Chinese courses covering areas where there is still room for improvement (e.g.",106,1,Majors & Courses — Topic 2,2.9985824,10.489587,p00054;p00055;p00398;p00137;p00773,0.3597458600997925
p00139,Part 6: Academic Procedures and Information,Entrance Credit and Placement,Placement in Languages,39,"Classical Chinese); • Additional languages (e.g. French, Japanese); • Advanced written and oral communication (WOC) courses.",16,1,Majors & Courses — Topic 2,4.4191623,11.070087,p00056;p00788;p00778;p00771;p00774,0.4762883186340332
p00140,Part 6: Academic Procedures and Information,Entrance Credit and Placement,Other Placement Tests,39,"Duke Kunshan University may offer additional placement tests in selected subjects for incoming students. Such tests will generally be offered during orientation, although some might be available online during the summer preceding matriculation. Students may be allowed to register for designated advanced courses based upon their scores on these tests. However, placement test results do not carry any academic credit. Placement tests give placement based on formal coursework taken prior to matriculation at Duke Kunshan and may not be taken by upper class students.",84,4,Student Life & Support,1.2969363,9.828913,p00130;p00126;p00027;p00131;p00357,0.20341813564300537
p00141,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,,39,"A Duke Kunshan University student may receive credit for a maximum of 40 credits taken elsewhere, through a combination of AP/IPC credit or approved transfer or study away credit. Of",30,4,Student Life & Support,1.2990252,9.294576,p00356;p00142;p00233;p00223;p00077,0.11439436674118042
p00142,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,,40,"those 40 credits, a maximum of 8 may be from AP/IPC/prematriculation credits (see section on Entrance Credit and Placement) prior to matriculation, and a maximum of 8 may be from coursework undertaken while on voluntary leave of absence for personal or medical reasons. No credit will be accepted for coursework taken while a Duke Kunshan University student is withdrawn, suspended, or on involuntary leave of absence.",66,4,Student Life & Support,1.172456,9.156856,p00356;p00141;p00078;p00233;p00223,0.1612381935119629
p00143,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,Work Taken During High School,40,"College-level courses taken elsewhere prior to matriculation at Duke Kunshan may be considered for prematriculation credit provided they meet each of the following criteria: were taken after the commencement of the junior year of high school and yielded a grade of Bor better, not used to meet high school diploma requirements, taken on the college campus, taken in competition with degree candidates of the college, taught by a regular member of the college faculty, offered as part of the regular curriculum of the college, and not taken on a study abroad program completed prior to matriculation at Duke Kunshan.",99,4,Student Life & Support,1.2098386,9.505784,p00134;p00133;p00127;p00129;p00144,0.18653559684753418
p00144,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,Work Taken During High School,40,Formal review of courses meeting these criteria will proceed after an official transcript of all college courses taken and documentation pertaining to these criteria are received by the university registrar. (See also the section on entrance credit in this chapter for a discussion of the number of prematriculation credits that can transfer and how they may be used at Duke Kunshan.),61,4,Student Life & Support,1.3237938,9.585038,p00133;p00143;p00134;p00079;p00127,0.11748433113098145
p00145,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,Work Taken After Matriculation at Duke Kunshan University,40,"All coursework undertaken after matriculation as a full-time degree-seeking student at Duke Kunshan University must be at another accredited four-year institution in the United States or similarly accredited institution abroad and with a liberal arts and general education curriculum. Duke Kunshan University students may study away for a fall or spring term and/or during the summer, either at Duke University or on a Duke Kunshan University-approved program sponsored by another university. In no instance may a student transfer more than 40 credits when combining study abroad, the allowable number of independent transfer courses, and AP/IPC credit.",96,4,Student Life & Support,0.9697417,9.507418,p00356;p00141;p00079;p00077;p00149,0.08497005701065063
p00146,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,Work Taken After Matriculation at Duke Kunshan University,40,"Courses taken at other institutions could count toward the major if approved by the relevant academic unit. However, specific majors may place limits on the types of courses taken at Duke or other universities that can be counted toward the major. For courses taken at Duke University: All grades earned at Duke University are entered on the official record at Duke Kunshan University and are used in determining the grade point average. Courses taken at Duke University with CR/NC grading or the equivalent are accepted for transfer credit (See more information in the section on Credit/No Credit (CR/NC) Grading System).",100,4,Student Life & Support,1.0561116,9.586942,p00357;p00147;p00290;p00250;p00229,0.19462895393371582
p00147,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,Work Taken After Matriculation at Duke Kunshan University,40,"For courses taken at universities other than Duke University: Only those courses taken in which grades of Cor better have been earned are acceptable for transfer credit; courses taken at other institutions with CR/NC grading or the equivalent are not accepted for transfer credit. All other courses approved for transfer are listed on the student’s permanent record at Duke Kunshan University, but grades earned are not recorded or used in determining the grade point average.",75,4,Student Life & Support,0.83121246,9.655838,p00079;p00146;p00358;p00356;p00149,0.12570130825042725
p00148,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,Work Taken After Matriculation at Duke Kunshan University,41,"Credit transfer is awarded by the Office of the Registrar, based upon recommendation of the faculty and outcome of the Host-DKU Credit Transfer Approval review process coordinated through the Office of Global Education. Courses may be determined to be: approved as fully equivalent to a DKU course; approved to fulfill a thematic area major requirement at DKU; approved as a general elective; or, denied eligibility for credit transfer. Courses approved for credit transfer at Duke Kunshan University may be given a 100 to 300 number, lower to upper level.",89,4,Student Life & Support,0.86243,10.027317,p00149;p00359;p00358;p00344;p00356,0.1510825753211975
p00149,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,Work Taken After Matriculation at Duke Kunshan University,41,"Once the limit of transferred credit has been reached, no additional transferred work will be displayed on the record or used as a substitute for a previously transferred course. Further information is available from the Office of Global Education. Approval forms for Duke Kunshan University students taking courses at institutions other than Duke Kunshan University and Duke University may be obtained online or from the Office of Global Education. Students wishing to transfer credit for study at another accredited college or university while on leave, on a DKU-approved study abroad program, or during the summer must complete and receive approval through published credit-transfer review processes.",105,4,Student Life & Support,0.79824215,9.7956085,p00148;p00356;p00343;p00145;p00358,0.10268217325210571
p00150,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,Work Taken After Matriculation at Duke Kunshan University,41,"No credit will be accepted for coursework taken while a Duke Kunshan University student is withdrawn, suspended, or on involuntary leave of absence.",23,4,Student Life & Support,0.57841617,9.201769,p00356;p00277;p00276;p00142;p00286,0.1763399839401245
p00151,Part 6: Academic Procedures and Information,Transfer of Work Taken Elsewhere,Transfer Credit for Foreign Language,41,"The same rules that apply to the transferring of courses to meet other curriculum requirements apply to foreign language courses. Foreign language courses taken elsewhere and approved for transfer as credit to Duke Kunshan University may be considered in language placement, but students will still be asked to go through Duke Kunshan University’s Chinese language placement process in order to ensure that they are placed into the most appropriate Duke Kunshan University course for their proficiency level.",77,4,Student Life & Support,2.6766763,10.474569,p00052;p00053;p00356;p00145;p00149,0.19505369663238525
p00152,Part 6: Academic Procedures and Information,Time Limit for Completing Undergraduate Degree,,41,"Undergraduates at Duke Kunshan University are expected to complete the bachelor’s degree in eight terms of enrollment. This period may be extended with approval from the Office of Undergraduate Studies for legitimate reasons, but the maximum length should not exceed six years, including the time taken for leave of absence. For students who are taking a leave of absence for military service reasons, the maximum length could be further extended by two years.",73,4,Student Life & Support,0.7809678,9.3250675,p00145;p00278;p00142;p00356;p00276,0.0
p00153,Part 6: Academic Procedures and Information,Registration,,41,"Students are expected to register at specified times for each successive term. Prior to registration each student receives instructions via e-mail. Students prepare a course plan via the Student Information System, and should discuss it at an appointed time with their academic advisor prior to registration.",46,7,Academic Procedures — Topic 2,2.7020657,9.619283,p00909;p00094;p00217;p00202;p00181,0.38153135776519775
p00154,Part 6: Academic Procedures and Information,Registration,,42,"Those students who have not paid any fees owed to or fines imposed by the university (such as student residence fines, library fines, and other possible fines) by the date specified for registration for the following term will not be permitted to register for the following term until such fees and fines have been paid in full, notwithstanding the fact that the student may have paid in full the tuition for the following term. Students who, for any reason, fail to register for the fall or spring term are placed on involuntary administrative leave of absence and must apply for reinstatement if they wish to return.",106,7,Academic Procedures — Topic 2,0.11247288,9.049933,p00168;p00285;p00118;p00117;p00171,0.2957335114479065
p00155,Part 6: Academic Procedures and Information,Registration,,42,"The deadlines to file return applications, including all required supporting materials, are 5:00 p.m. May 1 (BJT) for Fall or Summer Term and 5:00 p.m. October 15 (BJT) for Spring Term. Late or incomplete applications will not be accepted.",39,7,Academic Procedures — Topic 2,-0.7237021,9.175324,p00284;p00209;p00089;p00159;p01473,0.3993770480155945
p00156,Part 6: Academic Procedures and Information,Registration,Course Changes after Classes Begin in the Fall and Spring Terms (Class Drop/Add),42,"Students may drop and add courses during the Drop/Add period at their own discretion. Courses dropped during this period do not appear on the official Duke Kunshan transcript. After the Drop/Add period, no course may be added; also, a course may not be changed to or from the audit basis. A student may elect to change the grading basis to Credit/No Credit following the deadlines outlined in the section on Credit/No Credit Grading System.",74,4,Student Life & Support,0.94233197,9.176442,p00193;p00150;p00129;p00356;p00133,0.2965896725654602
p00157,Part 6: Academic Procedures and Information,Registration,Withdrawal from a Course,42,"Withdrawing from a course differs from dropping a course. Students drop the course themselves during the Drop/Add period, and the course does not appear on their official transcript. To withdraw from a course after the Drop/Add period, the student must obtain permission from his or her academic advisor. After the Drop/Add period, students permitted to withdraw from a course receive a designation of W for that course on their academic record. The deadline for requesting withdrawal from a course in a fall/spring term is four weeks prior to the last day of classes for fourteen-week courses and two weeks prior to the last day of classes for seven-week courses.",109,7,Academic Procedures — Topic 2,0.009117322,8.780407,p00158;p00274;p00275;p00170;p00175,0.1513776183128357
p00158,Part 6: Academic Procedures and Information,Registration,Withdrawal from a Course,42,"The deadline applies to course withdrawals for any reason other than medical. Coursework discontinued without the advisor’s permission will result in a grade of F. Withdrawing from a course is permitted in multiple fall/spring terms, as long as a student maintains a course load of at least 16 credits. Withdrawing from a course to an underload (fewer than 16 credits) is generally permitted only once in a fall or spring term. However, a student may begin another term in an underload with certain restrictions (see below). A student may also be permitted to withdraw to an underload more than once if there are significant medical reasons (see below).",108,7,Academic Procedures — Topic 2,0.1114116,8.7401905,p00157;p00170;p00171;p00175;p00275,0.16744089126586914
p00159,Part 6: Academic Procedures and Information,Registration,Withdrawal from a Course,42,"Students are cautioned that taking an underload may result in a delayed graduation date. (See section on Satisfactory Performance Each Term (Term Credit Requirements).) If a student notes errors in his/her course schedule, he/she should immediately consult with his/her advisor during the one-week schedule correction period that occurs immediately after Drop/Add ends.",52,7,Academic Procedures — Topic 2,0.5865096,8.4484625,p00163;p00158;p00244;p00168;p00256,0.2292083501815796
p00160,Part 6: Academic Procedures and Information,Registration,Course Changes for the Summer Terms,43,Summer Terms are structured for first-year Chinese students to take courses to meet the MOE requirements. First-year students who wish to delay taking the required Chinese courses must submit a petition form to the Office of the Registrar. The deadline for withdrawal from a course will be two weeks prior to the last day of classes for summer term courses. All course changes need to be approved by the student’s academic advisor and processed by the Office of the Registrar.,80,1,Majors & Courses — Topic 2,0.17229882,8.747028,p00157;p00262;p00272;p00158;p00055,0.2389022707939148
p00161,Part 6: Academic Procedures and Information,Undergraduate Course Load,,43,"Students are reminded that it is their responsibility to be certain that their course load conforms with academic requirements. In fall and spring terms, the normal course load is 16-20 credits (8-10 credits in each 7-week session). In addition, students may enroll in up to one credit of PE courses without special permission from their advisor. In the first 7-week session of their first term, firstyear students are restricted to a maximum of 8 credits (one four-credit course, one two-credit language course, and one additional two-credit course), plus one PE course.",91,7,Academic Procedures — Topic 2,1.550014,8.609266,p00162;p00176;p00164;p00165;p00223,0.29495513439178467
p00162,Part 6: Academic Procedures and Information,Undergraduate Course Load,,43,"The maximum number of credits a student can take in any subsequent 7-week session without special permission is 10 (two 4-credit courses and one 2-credit course) plus one PE course. Students should note that in order to reach the 136 credits required for graduation, they will need 8 additional credits beyond the minimum course load of 16 credits per term for eight terms. These additional credits can be earned by any combination of terms in which a student registers for greater than the 16-credit minimum, AP and IPC credits, or transfer credits.",92,7,Academic Procedures — Topic 2,1.6494857,8.690119,p00161;p00176;p00233;p00223;p00142,0.3014591336250305
p00163,Part 6: Academic Procedures and Information,Undergraduate Course Load,,43,"Students who enroll in or withdraw to an underload, earn a failing grade (F or NC), or repeat a course in any term should work with their academic advisor to develop a plan to make up credits in order to avoid a delayed graduation date. Students studying abroad at other institutions may be subject to that institution’s policies.",58,7,Academic Procedures — Topic 2,0.7205663,8.343484,p00251;p00244;p00159;p00158;p00259,0.2304140329360962
p00164,Part 6: Academic Procedures and Information,Undergraduate Course Load,Students on Academic Probation,43,Students on academic probation may register for no more than 16 credits plus one PE course during the term of probation. The Dean of Undergraduate Studies may also limit the course load for a student who has previously received an academic warning. Students on academic probation are expected to remain in a full course load during the term of probation and will be permitted to withdraw to an underload only in extenuating circumstances.,73,7,Academic Procedures — Topic 2,0.51947916,8.186772,p00269;p00259;p00270;p00256;p00176,0.234399676322937
p00165,Part 6: Academic Procedures and Information,Undergraduate Course Load,Overload,43,"Only in exceptional cases and with special permission of both the academic advisor and the Dean of Undergraduate Studies or designee, could a student enroll in an overload (defined as more than 10 credits in a 7-week session or more than 20 credits in a term, exclusive of PE), up to a maximum of 24 credits. In determining whether to approve an overload, the academic advisor and the Dean of Undergraduate Studies will carefully consider the student’s academic history, including grades and the number of courses taken in the past. Students should not count on an overload later to compensate for a previous underload.",104,7,Academic Procedures — Topic 2,1.0302451,8.542868,p00176;p00167;p00162;p00166;p00164,0.2020653486251831
p00166,Part 6: Academic Procedures and Information,Undergraduate Course Load,Underload,44,"Two categories of underloads (defined as a course load between 12 and 15 credits, exclusive of PE credits) may be authorized: withdrawal to underload and enrollment to underload. With the exception of medical, the maximum number of underloads under any circumstances (withdrawal or enrollment to an underload) is two terms. Students may make a request to their advisors to enroll in an underload up to twice during their time at Duke Kunshan University. A student may withdraw to an underload only once during their undergraduate career, although medical withdrawals are not counted in this number.",95,7,Academic Procedures — Topic 2,0.88345736,8.688553,p00177;p00167;p00170;p00168;p00248,0.15468961000442505
p00167,Part 6: Academic Procedures and Information,Undergraduate Course Load,Underload,44,"Thus, there are only two possible enrollment patterns involving two underloads: • One withdrawal to an underload plus one enrollment in an underload, or • Two enrollments in an underload Students should take note that an underload may affect a student’s scholarship or ability to graduate on time; 8 additional credits above the minimum of 16 per term are needed in order to meet the 136 credits requirement for graduation. Students should not count on an overload later to compensate for a previous underload. Students taking an underload will be ineligible for the Dean’s list and the Dean’s List with Distinction during that term.",104,7,Academic Procedures — Topic 2,0.88346845,8.608047,p00166;p00168;p00178;p00165;p00170,0.179409921169281
p00168,Part 6: Academic Procedures and Information,Undergraduate Course Load,Underload,44,"Each term, the Office of the Registrar will review all students with an enrollment under 16 credits. Students in an unauthorized underload may be placed on involuntary administrative leave of absence and have to apply for reinstatement if they wish to return. (See section on Leave of Absence.) Seniors needing only 3 courses to graduate may request an underload for their last.",62,7,Academic Procedures — Topic 2,0.5803831,8.653911,p00167;p00170;p00166;p00158;p00270,0.1537913680076599
p00169,Part 6: Academic Procedures and Information,Undergraduate Course Load,Underload,44,"Seniors who anticipate that they will need fewer than 3 courses to graduate must apply before the first day of classes in the last term for part-time degree status (11 or fewer credits, exclusive of PE), which is not affected by or a part of the underload enrollment policy described here.",51,7,Academic Procedures — Topic 2,1.4561607,8.588429,p00287;p00288;p00161;p00176;p00168,0.2570039629936218
p00170,Part 6: Academic Procedures and Information,Undergraduate Course Load,Withdrawal to an Underload,44,"During the term, upon recommendation from the academic advisor, the Dean of Undergraduate Studies may permit a student “for compelling reasons” to withdraw from a normal course load to an underload. Such a withdrawal to an underload is possible only prior to the final four weeks of classes for 14-week long courses and the final two weeks of classes for 7-week long courses. Students are permitted to withdraw to an underload only once in their academic career.",77,7,Academic Procedures — Topic 2,0.53218925,8.67561,p00158;p00166;p00168;p00167;p00157,0.1766919493675232
p00171,Part 6: Academic Procedures and Information,Undergraduate Course Load,Withdrawal to an Underload,44,The only exception to this policy is when a student is granted special permission to withdraw from a course to an underload for medical reasons (See Medical Withdrawal from a Course) Withdrawal from a course in the summer is not subject to the underload policy.,45,7,Academic Procedures — Topic 2,0.04247953,8.890781,p00158;p00170;p00281;p00175;p00168,0.29432934522628784
p00172,Part 6: Academic Procedures and Information,Undergraduate Course Load,Medical Withdrawal from a Course,44,"A student who experiences medical problems that seriously interfere with their ability to meet their academic responsibilities should schedule an appointment with their advisor as soon as possible to discuss all of their options. Depending on how debilitating the medical situation is, and when in",45,7,Academic Procedures — Topic 2,-0.36298487,8.80814,p00206;p00173;p00174;p00386;p00204,0.6024688482284546
p00173,Part 6: Academic Procedures and Information,Undergraduate Course Load,Medical Withdrawal from a Course,45,"the term the health concerns emerge, it may be the case that other types of relief, such as an incomplete or a medical leave of absence, are more appropriate than medical withdrawal from a course. The decision whether to approve a course withdrawal for medical reasons is an administrative one to be made by the Dean of Undergraduate Studies or designee, informed by the opinion of the student’s attending health care provider but not driven by it.",77,7,Academic Procedures — Topic 2,-0.18657982,9.045884,p00281;p00175;p00280;p00282;p00174,0.45997464656829834
p00174,Part 6: Academic Procedures and Information,Undergraduate Course Load,Medical Withdrawal from a Course,45,"Beyond information provided by the health care professional, the Dean of designee will take into account all that is known about the student’s situation at Duke Kunshan, including such factors as medical history, use of resources in the past, compliance with medical expectations, how the student has conducted their academic responsibilities in courses to date, and other such indicators that the student has been managing their condition and academic affairs in responsible ways. Medical course withdrawals are subject to the same deadline as all other course withdrawals. Likewise, such courses receive a designation of W on the student’s academic record.",100,4,Student Life & Support,0.11579352,9.190549,p00277;p00173;p00190;p00302;p00150,0.3958807587623596
p00175,Part 6: Academic Procedures and Information,Undergraduate Course Load,Medical Withdrawal from a Course,45,"Students deemed eligible to take a medical Leave of Absence (See Leave of Absence) after the regular course withdrawal deadline will have the option, upon obtaining the appropriate approvals from the instructor, to choose to receive the grade of I in one or more courses instead of the W grade. The student may then complete the course as described in the section on Incomplete Coursework.",65,7,Academic Procedures — Topic 2,-0.16709183,8.914009,p00281;p00280;p00275;p00282;p00158,0.33755964040756226
